Elevation,Sig1,Total_S4_Sig1,Correction_total_S4_Sig1,y
10.0,39.6,0.23199999999999998,0.105,4
16.0,40.8,0.249,0.091,4
18.0,42.1,0.20800000000000002,0.079,4
17.0,42.1,0.201,0.079,4
10.0,39.2,0.233,0.11,4
15.0,41.2,0.45899999999999996,0.087,4
14.0,42.5,0.21100000000000002,0.075,4
12.0,41.3,0.252,0.086,4
12.0,40.4,0.221,0.096,4
11.0,42.3,0.309,0.077,4
11.0,42.5,0.311,0.075,4
11.0,38.1,0.289,0.124,4
10.0,39.7,0.478,0.10400000000000001,4
19.0,43.2,0.22699999999999998,0.07,4
21.0,41.6,0.215,0.083,4
20.0,41.3,0.233,0.086,4
20.0,40.6,0.203,0.09300000000000001,4
19.0,40.2,0.21100000000000002,0.098,4
19.0,40.0,0.306,0.1,4
15.0,43.8,0.209,0.064,4
19.0,40.2,0.26,0.098,4
16.0,41.2,0.20199999999999999,0.087,4
15.0,42.8,0.205,0.07200000000000001,4
12.0,40.9,0.28800000000000003,0.091,4
15.0,41.8,0.266,0.08199999999999999,4
11.0,40.4,0.223,0.096,4
15.0,41.6,0.203,0.084,4
14.0,38.0,0.442,0.127,4
16.0,42.0,0.243,0.079,4
14.0,38.1,0.38299999999999995,0.125,4
10.0,41.3,0.22,0.086,4
14.0,39.3,0.257,0.10800000000000001,4
13.0,37.7,0.307,0.13,4
11.0,42.3,0.223,0.077,4
11.0,42.7,0.214,0.073,4
10.0,41.0,0.243,0.08900000000000001,4
14.0,40.4,0.225,0.096,4
14.0,41.8,0.2,0.08199999999999999,4
13.0,38.9,0.25,0.114,4
11.0,43.2,0.212,0.07,4
12.0,39.3,0.205,0.109,4
12.0,38.8,0.24600000000000002,0.115,4
11.0,43.6,0.207,0.066,4
11.0,38.0,0.247,0.127,4
10.0,39.8,0.21,0.102,4
11.0,42.7,0.268,0.073,4
11.0,41.1,0.2,0.08900000000000001,4
12.0,41.6,0.273,0.083,4
13.0,41.2,0.479,0.087,4
14.0,39.2,0.282,0.11,4
11.0,41.7,0.233,0.08199999999999999,4
14.0,42.9,0.22,0.071,4
11.0,43.0,0.205,0.071,4
15.0,39.5,0.28300000000000003,0.106,4
16.0,42.6,0.231,0.07400000000000001,4
16.0,39.6,0.474,0.10400000000000001,4
16.0,41.3,0.33399999999999996,0.086,4
17.0,41.7,0.27899999999999997,0.08199999999999999,4
20.0,42.9,0.212,0.07200000000000001,4
17.0,41.5,0.267,0.084,4
19.0,41.7,0.275,0.083,4
17.0,42.3,0.28800000000000003,0.077,4
18.0,41.5,0.397,0.084,4
19.0,40.6,0.20199999999999999,0.094,4
19.0,43.5,0.252,0.067,4
19.0,41.8,0.259,0.081,4
19.0,41.5,0.32799999999999996,0.084,4
20.0,43.3,0.395,0.069,4
21.0,42.6,0.34299999999999997,0.07400000000000001,4
16.0,43.2,0.264,0.069,4
22.0,42.1,0.39799999999999996,0.079,4
16.0,43.1,0.267,0.07,4
23.0,43.4,0.273,0.068,4
24.0,44.0,0.22,0.063,4
14.0,39.8,0.266,0.10300000000000001,4
14.0,40.5,0.268,0.094,4
18.0,44.0,0.203,0.063,4
13.0,39.0,0.244,0.11199999999999999,4
13.0,38.3,0.249,0.122,4
13.0,39.9,0.273,0.10099999999999999,4
12.0,41.2,0.22,0.087,4
16.0,42.5,0.275,0.075,4
12.0,40.0,0.253,0.1,4
15.0,43.3,0.28300000000000003,0.068,4
11.0,39.6,0.253,0.105,4
13.0,43.2,0.212,0.069,4
14.0,43.1,0.212,0.07,4
14.0,43.5,0.22,0.067,4
15.0,41.6,0.36200000000000004,0.083,4
15.0,42.7,0.23,0.073,4
16.0,42.9,0.235,0.07200000000000001,4
17.0,44.0,0.23,0.063,4
12.0,38.6,0.35100000000000003,0.11699999999999999,4
12.0,40.0,0.293,0.1,4
18.0,43.5,0.255,0.067,4
13.0,39.0,0.311,0.113,4
19.0,43.8,0.21,0.064,4
15.0,39.7,0.336,0.10300000000000001,4
12.0,43.0,0.41100000000000003,0.071,4
15.0,40.9,0.207,0.09,4
12.0,44.5,0.309,0.06,4
20.0,44.2,0.29100000000000004,0.061,4
16.0,41.6,0.266,0.083,4
16.0,40.2,0.21899999999999997,0.098,4
14.0,43.4,0.243,0.068,4
17.0,43.7,0.225,0.065,4
21.0,44.4,0.322,0.061,4
17.0,43.1,0.271,0.07,4
21.0,45.9,0.21899999999999997,0.051,4
18.0,41.2,0.249,0.08800000000000001,4
15.0,42.9,0.21600000000000005,0.07200000000000001,4
15.0,43.6,0.23800000000000002,0.066,4
22.0,45.2,0.20199999999999999,0.055,4
16.0,42.9,0.38299999999999995,0.071,4
16.0,45.2,0.27,0.055,4
19.0,43.3,0.293,0.068,4
17.0,43.0,0.278,0.071,4
20.0,43.7,0.20199999999999999,0.065,4
13.0,40.1,0.299,0.099,4
20.0,41.1,0.204,0.08800000000000001,4
18.0,44.3,0.22899999999999998,0.061,4
21.0,43.1,0.21,0.07,4
21.0,45.3,0.22399999999999998,0.055,4
14.0,41.8,0.27399999999999997,0.08199999999999999,4
19.0,45.2,0.228,0.055,4
20.0,45.5,0.319,0.053,4
14.0,40.7,0.214,0.092,4
20.0,41.9,0.252,0.081,4
15.0,42.5,0.203,0.075,4
20.0,44.5,0.204,0.06,4
15.0,42.2,0.248,0.078,4
19.0,42.2,0.354,0.078,4
16.0,40.5,0.22,0.095,4
19.0,42.1,0.21100000000000002,0.079,4
16.0,41.8,0.282,0.081,4
16.0,41.2,0.218,0.087,4
17.0,41.4,0.297,0.086,4
17.0,41.1,0.27,0.08800000000000001,4
16.0,41.8,0.321,0.08199999999999999,4
24.0,46.2,0.20800000000000002,0.049,4
16.0,43.1,0.336,0.07,4
19.0,41.6,0.20199999999999999,0.083,4
15.0,42.6,0.207,0.07400000000000001,4
14.0,41.1,0.46299999999999997,0.08900000000000001,4
18.0,42.4,0.22399999999999998,0.076,4
18.0,41.7,0.22399999999999998,0.08199999999999999,4
20.0,43.2,0.22699999999999998,0.069,4
13.0,40.9,0.7070000000000001,0.09,4
17.0,41.9,0.254,0.081,4
13.0,41.6,0.424,0.084,4
12.0,39.5,0.35600000000000004,0.106,4
16.0,40.2,0.276,0.09699999999999999,4
11.0,41.7,0.221,0.08199999999999999,4
18.0,41.7,0.217,0.08199999999999999,4
11.0,41.1,0.215,0.08800000000000001,4
11.0,42.8,0.203,0.07200000000000001,4
12.0,40.7,0.209,0.092,4
10.0,41.1,0.245,0.08800000000000001,4
10.0,40.4,0.281,0.096,4
20.0,44.4,0.201,0.06,4
23.0,45.4,0.21100000000000002,0.054000000000000006,4
17.0,43.8,0.281,0.064,4
16.0,40.1,0.245,0.099,4
20.0,42.9,0.263,0.071,4
16.0,41.2,0.221,0.087,4
21.0,43.1,0.257,0.07,4
21.0,44.4,0.21600000000000005,0.06,4
21.0,43.9,0.213,0.064,4
21.0,44.5,0.307,0.06,4
20.0,43.6,0.223,0.066,4
15.0,41.3,0.23199999999999998,0.086,4
15.0,42.0,0.20600000000000002,0.08,4
20.0,43.8,0.21899999999999997,0.065,4
15.0,41.4,0.27399999999999997,0.086,4
22.0,44.6,0.201,0.059000000000000004,4
19.0,42.9,0.25,0.07200000000000001,4
22.0,44.2,0.21899999999999997,0.062,4
19.0,42.1,0.243,0.078,4
18.0,43.7,0.20800000000000002,0.066,4
18.0,42.0,0.23600000000000002,0.079,4
17.0,42.5,0.203,0.075,4
13.0,39.6,0.307,0.105,4
16.0,42.2,0.258,0.078,4
17.0,43.9,0.205,0.064,4
15.0,41.7,0.42100000000000004,0.08199999999999999,4
12.0,39.4,0.221,0.107,4
17.0,42.9,0.20199999999999999,0.07200000000000001,4
12.0,39.1,0.263,0.111,4
15.0,42.5,0.353,0.075,4
11.0,42.1,0.205,0.078,4
12.0,40.5,0.20600000000000002,0.094,4
14.0,41.5,0.217,0.084,4
11.0,41.8,0.23800000000000002,0.08199999999999999,4
11.0,39.6,0.209,0.105,4
13.0,41.0,0.223,0.08900000000000001,4
13.0,41.8,0.223,0.08199999999999999,4
10.0,39.0,0.217,0.11199999999999999,4
10.0,39.9,0.214,0.10099999999999999,4
12.0,41.3,0.239,0.086,4
12.0,41.4,0.245,0.085,4
15.0,41.6,0.24100000000000002,0.083,4
11.0,40.3,0.311,0.09699999999999999,4
12.0,42.8,0.244,0.073,4
15.0,42.1,0.324,0.079,4
11.0,40.4,0.225,0.095,4
10.0,41.9,0.258,0.081,4
17.0,42.9,0.303,0.07200000000000001,4
17.0,44.0,0.247,0.063,4
18.0,42.0,0.31,0.079,4
18.0,41.7,0.213,0.083,4
20.0,41.6,0.22899999999999998,0.083,4
12.0,42.0,0.268,0.08,4
12.0,42.0,0.22399999999999998,0.08,4
13.0,41.1,0.21600000000000005,0.08800000000000001,4
14.0,41.1,0.24,0.08800000000000001,4
12.0,41.0,0.20800000000000002,0.09,4
13.0,40.7,0.304,0.09300000000000001,4
13.0,41.2,0.248,0.087,4
14.0,41.5,0.21899999999999997,0.084,4
15.0,41.7,0.218,0.08199999999999999,4
16.0,40.6,0.214,0.09300000000000001,4
12.0,39.4,0.22,0.10800000000000001,4
13.0,40.1,0.20600000000000002,0.099,4
14.0,42.1,0.207,0.078,4
18.0,41.7,0.25,0.083,4
23.0,42.7,0.22699999999999998,0.073,4
13.0,41.2,0.201,0.087,4
14.0,40.5,0.217,0.094,4
21.0,40.3,0.205,0.09699999999999999,4
17.0,41.0,0.302,0.08900000000000001,4
21.0,42.6,0.285,0.07400000000000001,4
20.0,41.7,0.263,0.08199999999999999,4
19.0,40.9,0.307,0.09,4
22.0,42.9,0.20199999999999999,0.07200000000000001,4
19.0,42.0,0.325,0.079,4
18.0,42.4,0.23,0.076,4
20.0,42.7,0.2,0.073,4
20.0,41.7,0.214,0.08199999999999999,4
17.0,40.7,0.36,0.092,4
17.0,42.0,0.327,0.08,4
17.0,43.5,0.265,0.067,4
22.0,42.2,0.23800000000000002,0.078,4
16.0,38.7,0.293,0.11599999999999999,4
14.0,37.1,0.247,0.14,4
14.0,40.5,0.21,0.094,4
13.0,41.0,0.204,0.08900000000000001,4
13.0,38.7,0.258,0.11599999999999999,4
13.0,39.2,0.29100000000000004,0.11,4
12.0,41.0,0.20800000000000002,0.08900000000000001,4
11.0,39.7,0.247,0.10400000000000001,4
11.0,37.6,0.20199999999999999,0.132,4
10.0,38.6,0.34299999999999997,0.11800000000000001,4
18.0,41.8,0.203,0.08199999999999999,4
13.0,40.5,0.46,0.094,4
10.0,39.7,0.275,0.10400000000000001,4
14.0,41.8,0.209,0.081,4
14.0,41.8,0.271,0.08199999999999999,4
14.0,42.3,0.21899999999999997,0.077,4
15.0,43.2,0.244,0.07,4
17.0,43.2,0.242,0.07,4
17.0,43.8,0.201,0.065,4
18.0,42.7,0.207,0.073,4
19.0,42.8,0.212,0.073,4
20.0,43.8,0.21899999999999997,0.065,4
22.0,43.8,0.249,0.065,4
23.0,44.3,0.20600000000000002,0.061,4
19.0,44.0,0.2,0.063,4
19.0,41.8,0.203,0.08199999999999999,4
18.0,43.5,0.297,0.067,4
15.0,43.0,0.215,0.071,4
15.0,41.8,0.373,0.08199999999999999,4
16.0,42.7,0.203,0.073,4
15.0,41.1,0.311,0.08800000000000001,4
14.0,42.1,0.23,0.079,4
15.0,41.0,0.21600000000000005,0.08900000000000001,4
13.0,42.0,0.28,0.079,4
14.0,41.4,0.379,0.085,4
13.0,42.4,0.254,0.076,4
23.0,43.8,0.205,0.065,4
14.0,40.8,0.244,0.091,4
12.0,41.1,0.301,0.08800000000000001,4
13.0,41.8,0.261,0.08199999999999999,4
12.0,41.0,0.325,0.09,4
13.0,41.1,0.414,0.08800000000000001,4
11.0,41.3,0.213,0.087,4
13.0,41.6,0.235,0.084,4
11.0,41.0,0.29600000000000004,0.09,4
12.0,41.2,0.2,0.08800000000000001,4
10.0,40.6,0.353,0.09300000000000001,4
12.0,38.4,0.263,0.121,4
11.0,41.0,0.24600000000000002,0.09,4
11.0,39.4,0.242,0.10800000000000001,4
20.0,41.4,0.222,0.086,4
15.0,41.5,0.221,0.084,4
11.0,40.5,0.21899999999999997,0.095,4
15.0,41.4,0.2,0.086,4
22.0,44.1,0.217,0.062,4
22.0,45.6,0.204,0.052000000000000005,4
10.0,39.9,0.248,0.10099999999999999,4
21.0,44.2,0.213,0.061,4
10.0,38.3,0.3,0.121,4
10.0,38.6,0.228,0.11800000000000001,4
20.0,43.2,0.218,0.069,4
17.0,41.6,0.207,0.084,4
19.0,42.7,0.21899999999999997,0.073,4
19.0,42.8,0.305,0.073,4
18.0,41.8,0.308,0.08199999999999999,4
15.0,39.9,0.258,0.10099999999999999,4
18.0,42.6,0.32899999999999996,0.07400000000000001,4
19.0,43.9,0.20199999999999999,0.064,4
15.0,39.2,0.262,0.11,4
14.0,41.1,0.24100000000000002,0.08800000000000001,4
17.0,40.6,0.42100000000000004,0.09300000000000001,4
20.0,42.6,0.20800000000000002,0.07400000000000001,4
14.0,39.9,0.231,0.10099999999999999,4
16.0,43.0,0.27899999999999997,0.071,4
13.0,39.5,0.28,0.106,4
16.0,41.7,0.355,0.08199999999999999,4
12.0,40.3,0.342,0.096,4
15.0,42.3,0.32299999999999995,0.076,4
21.0,43.1,0.22399999999999998,0.07,4
12.0,39.9,0.327,0.10099999999999999,4
15.0,42.5,0.24,0.075,4
14.0,41.0,0.242,0.08900000000000001,4
14.0,42.7,0.207,0.073,4
10.0,39.3,0.27699999999999997,0.109,4
22.0,44.6,0.221,0.059000000000000004,4
12.0,40.9,0.21,0.09,4
12.0,40.0,0.239,0.10099999999999999,4
11.0,41.9,0.297,0.08,4
11.0,43.2,0.222,0.069,4
17.0,40.9,0.315,0.09,4
15.0,42.0,0.226,0.08,4
17.0,40.7,0.20800000000000002,0.09300000000000001,4
17.0,41.3,0.225,0.087,4
13.0,40.5,0.222,0.094,4
12.0,39.8,0.20600000000000002,0.10300000000000001,4
12.0,39.7,0.261,0.10300000000000001,4
11.0,39.9,0.22699999999999998,0.102,4
11.0,39.1,0.248,0.111,4
11.0,38.4,0.21100000000000002,0.12,4
17.0,42.4,0.27,0.076,4
11.0,38.9,0.22699999999999998,0.113,4
11.0,39.4,0.22,0.107,4
18.0,42.4,0.254,0.076,4
12.0,39.0,0.22,0.11199999999999999,4
19.0,44.2,0.258,0.062,4
12.0,38.0,0.228,0.126,4
12.0,38.6,0.233,0.11800000000000001,4
19.0,42.6,0.21899999999999997,0.07400000000000001,4
12.0,38.8,0.239,0.115,4
12.0,39.3,0.212,0.10800000000000001,4
20.0,44.2,0.39899999999999997,0.062,4
12.0,39.4,0.214,0.107,4
21.0,43.3,0.359,0.069,4
12.0,40.1,0.203,0.099,4
12.0,40.4,0.21600000000000005,0.096,4
22.0,44.8,0.268,0.057,4
23.0,45.5,0.203,0.053,4
12.0,39.5,0.258,0.106,4
19.0,40.9,0.231,0.09,4
18.0,42.3,0.20600000000000002,0.077,4
18.0,41.3,0.298,0.086,4
12.0,42.8,0.317,0.07200000000000001,4
12.0,40.8,0.58,0.091,4
12.0,40.3,0.28800000000000003,0.096,4
13.0,42.4,0.222,0.076,4
14.0,42.1,0.282,0.079,4
15.0,40.8,0.2,0.091,4
12.0,41.0,0.22399999999999998,0.08900000000000001,4
14.0,43.2,0.205,0.069,4
14.0,43.2,0.41,0.07,4
22.0,43.8,0.209,0.064,4
14.0,41.5,0.247,0.085,4
12.0,39.2,0.299,0.11,4
15.0,43.2,0.247,0.069,4
12.0,37.2,0.226,0.138,4
15.0,42.6,0.263,0.07400000000000001,4
12.0,36.8,0.27699999999999997,0.145,4
16.0,43.8,0.301,0.064,4
16.0,44.1,0.21,0.063,4
13.0,41.3,0.212,0.086,4
17.0,43.4,0.294,0.068,4
19.0,42.8,0.239,0.07200000000000001,4
13.0,39.3,0.228,0.10800000000000001,4
12.0,39.3,0.215,0.109,4
22.0,43.0,0.23800000000000002,0.071,4
21.0,43.5,0.213,0.067,4
17.0,44.2,0.223,0.062,4
11.0,39.8,0.213,0.10300000000000001,4
17.0,43.0,0.243,0.071,4
10.0,38.3,0.309,0.122,4
20.0,44.3,0.218,0.061,4
11.0,40.5,0.205,0.094,4
11.0,39.5,0.247,0.107,4
15.0,40.0,0.54,0.1,4
15.0,41.9,0.44,0.08,4
14.0,42.9,0.23399999999999999,0.071,4
10.0,39.1,0.20600000000000002,0.111,4
22.0,44.0,0.231,0.063,4
14.0,40.6,0.252,0.09300000000000001,4
10.0,38.5,0.265,0.12,4
10.0,37.0,0.301,0.142,4
23.0,45.6,0.20600000000000002,0.053,4
12.0,38.9,0.39799999999999996,0.114,4
12.0,41.4,0.39899999999999997,0.085,4
11.0,38.0,0.622,0.126,4
10.0,39.7,0.636,0.10300000000000001,4
12.0,38.8,0.431,0.115,4
11.0,39.8,0.218,0.10300000000000001,4
21.0,44.2,0.20600000000000002,0.062,4
22.0,43.9,0.251,0.064,4
21.0,40.8,0.228,0.091,4
11.0,40.4,0.215,0.096,4
19.0,41.6,0.203,0.083,4
18.0,40.2,0.205,0.098,4
17.0,40.4,0.212,0.095,4
16.0,40.5,0.242,0.095,4
23.0,43.6,0.21,0.066,4
12.0,41.1,0.222,0.08800000000000001,4
15.0,39.6,0.287,0.105,4
11.0,40.5,0.23199999999999998,0.095,4
15.0,40.5,0.233,0.095,4
14.0,40.2,0.266,0.098,4
13.0,40.2,0.213,0.098,4
15.0,40.4,0.302,0.096,4
16.0,41.8,0.201,0.08199999999999999,4
20.0,40.2,0.215,0.098,4
13.0,40.2,0.203,0.09699999999999999,4
20.0,41.5,0.267,0.084,4
13.0,37.3,0.205,0.13699999999999998,4
13.0,41.1,0.257,0.08800000000000001,4
12.0,38.6,0.226,0.11699999999999999,4
11.0,39.5,0.297,0.106,4
19.0,40.4,0.207,0.095,4
14.0,43.1,0.209,0.07,4
11.0,36.6,0.266,0.14800000000000002,4
19.0,40.8,0.22,0.091,4
14.0,40.4,0.201,0.096,4
14.0,41.6,0.264,0.083,4
17.0,43.1,0.205,0.07,4
15.0,43.1,0.21100000000000002,0.07,4
12.0,40.4,0.228,0.095,4
15.0,40.6,0.20600000000000002,0.09300000000000001,4
15.0,40.9,0.247,0.09,4
16.0,41.8,0.209,0.081,4
13.0,40.4,0.231,0.096,4
14.0,40.4,0.258,0.095,4
14.0,41.7,0.228,0.083,4
17.0,42.1,0.20800000000000002,0.079,4
15.0,40.6,0.23,0.09300000000000001,4
15.0,40.3,0.249,0.09699999999999999,4
17.0,43.4,0.21,0.068,4
17.0,41.1,0.264,0.08800000000000001,4
16.0,40.0,0.255,0.1,4
17.0,40.4,0.32899999999999996,0.096,4
13.0,39.5,0.209,0.106,4
17.0,43.0,0.223,0.071,4
12.0,39.6,0.218,0.105,4
13.0,41.4,0.2,0.085,4
14.0,42.1,0.213,0.079,4
24.0,45.2,0.21600000000000005,0.055,4
14.0,40.9,0.215,0.09,4
12.0,39.1,0.212,0.111,4
15.0,41.8,0.253,0.081,4
13.0,41.7,0.223,0.08199999999999999,4
15.0,42.9,0.21100000000000002,0.071,4
16.0,40.5,0.221,0.094,4
16.0,41.0,0.2,0.08900000000000001,4
16.0,40.7,0.24100000000000002,0.092,4
17.0,40.5,0.20199999999999999,0.094,4
19.0,43.3,0.207,0.068,4
17.0,40.2,0.225,0.098,4
17.0,42.2,0.21,0.077,4
17.0,42.0,0.23199999999999998,0.08,4
16.0,40.3,0.305,0.09699999999999999,4
18.0,41.4,0.218,0.085,4
16.0,41.4,0.24600000000000002,0.085,4
18.0,42.5,0.228,0.075,4
12.0,43.9,0.226,0.064,4
13.0,41.9,0.212,0.08,4
18.0,40.9,0.24,0.09,4
19.0,40.8,0.223,0.091,4
14.0,42.4,0.312,0.076,4
15.0,41.1,0.212,0.08800000000000001,4
19.0,42.4,0.21100000000000002,0.076,4
16.0,42.0,0.267,0.079,4
14.0,41.6,0.225,0.083,4
20.0,43.0,0.25,0.07,4
16.0,43.6,0.204,0.066,4
17.0,43.0,0.21100000000000002,0.071,4
21.0,42.3,0.222,0.077,4
12.0,40.4,0.252,0.096,4
11.0,40.0,0.257,0.1,4
21.0,42.9,0.20800000000000002,0.07200000000000001,4
11.0,41.3,0.209,0.087,4
16.0,43.0,0.319,0.071,4
21.0,42.2,0.21899999999999997,0.078,4
10.0,39.4,0.23199999999999998,0.107,4
16.0,43.8,0.317,0.065,4
20.0,43.2,0.213,0.07,4
15.0,42.1,0.385,0.079,4
15.0,42.5,0.368,0.075,4
13.0,43.6,0.212,0.066,4
12.0,40.8,0.23,0.091,4
12.0,42.1,0.27699999999999997,0.078,4
12.0,43.1,0.268,0.07,4
11.0,39.0,0.22699999999999998,0.11199999999999999,4
10.0,39.9,0.342,0.102,4
11.0,38.8,0.235,0.11599999999999999,4
14.0,41.3,0.24100000000000002,0.086,4
12.0,42.7,0.235,0.073,4
11.0,41.1,0.345,0.08800000000000001,4
11.0,40.3,0.424,0.09699999999999999,4
11.0,41.7,0.316,0.08199999999999999,4
12.0,37.3,0.55,0.13699999999999998,4
20.0,41.6,0.321,0.083,4
12.0,37.9,0.568,0.127,4
19.0,41.8,0.21,0.081,4
23.0,45.0,0.228,0.055999999999999994,4
19.0,40.8,0.214,0.091,4
13.0,39.8,0.265,0.10300000000000001,4
22.0,45.1,0.22899999999999998,0.055999999999999994,4
13.0,38.3,0.231,0.122,4
18.0,41.9,0.23399999999999999,0.081,4
21.0,44.4,0.20199999999999999,0.06,4
17.0,41.3,0.215,0.086,4
21.0,43.1,0.268,0.07,4
15.0,38.4,0.21899999999999997,0.121,4
15.0,41.6,0.22899999999999998,0.083,4
20.0,43.5,0.258,0.067,4
19.0,42.8,0.253,0.07200000000000001,4
16.0,40.7,0.212,0.092,4
19.0,42.0,0.20600000000000002,0.08,4
15.0,41.9,0.248,0.08,4
17.0,41.1,0.29600000000000004,0.08800000000000001,4
18.0,43.1,0.221,0.07,4
12.0,40.4,0.209,0.096,4
17.0,41.8,0.28300000000000003,0.081,4
18.0,42.9,0.215,0.07200000000000001,4
12.0,40.3,0.281,0.096,4
14.0,40.1,0.35700000000000004,0.099,4
12.0,40.7,0.33,0.09300000000000001,4
13.0,40.4,0.267,0.096,4
13.0,38.5,0.24600000000000002,0.11900000000000001,4
12.0,38.8,0.35600000000000004,0.115,4
14.0,41.8,0.21899999999999997,0.081,4
11.0,40.2,0.20199999999999999,0.098,4
12.0,40.7,0.34700000000000003,0.092,4
11.0,42.0,0.26,0.08,4
12.0,38.4,0.293,0.121,4
11.0,41.0,0.20800000000000002,0.08900000000000001,4
10.0,40.5,0.401,0.094,4
22.0,42.0,0.203,0.08,4
14.0,41.6,0.22899999999999998,0.084,4
16.0,42.2,0.221,0.078,4
13.0,41.6,0.205,0.083,4
14.0,41.0,0.305,0.08900000000000001,4
12.0,41.7,0.24600000000000002,0.08199999999999999,4
18.0,41.7,0.35700000000000004,0.083,4
18.0,40.8,0.23,0.091,4
12.0,42.0,0.268,0.08,4
16.0,40.6,0.23399999999999999,0.094,4
19.0,42.3,0.231,0.076,4
11.0,40.9,0.24600000000000002,0.09,4
10.0,40.7,0.254,0.09300000000000001,4
20.0,43.9,0.23800000000000002,0.064,4
18.0,43.0,0.203,0.071,4
11.0,41.1,0.289,0.08800000000000001,4
11.0,40.0,0.2,0.1,4
10.0,41.0,0.245,0.09,4
12.0,37.0,0.243,0.142,4
12.0,36.5,0.23,0.151,4
12.0,36.8,0.258,0.145,4
12.0,37.3,0.243,0.13699999999999998,4
12.0,38.1,0.228,0.125,4
12.0,38.5,0.22699999999999998,0.11800000000000001,4
12.0,37.8,0.24100000000000002,0.129,4
13.0,38.1,0.252,0.124,4
24.0,42.9,0.203,0.071,4
13.0,37.8,0.212,0.129,4
19.0,41.7,0.2,0.083,4
13.0,37.1,0.233,0.14,4
13.0,38.0,0.235,0.127,4
17.0,39.0,0.28,0.11199999999999999,4
13.0,38.3,0.22399999999999998,0.122,4
14.0,39.0,0.221,0.113,4
14.0,38.2,0.20800000000000002,0.124,4
14.0,37.9,0.237,0.127,4
14.0,39.4,0.263,0.107,4
14.0,39.4,0.237,0.10800000000000001,4
14.0,39.1,0.243,0.111,4
14.0,38.3,0.237,0.122,4
14.0,38.5,0.22399999999999998,0.11900000000000001,4
14.0,38.9,0.22399999999999998,0.114,4
13.0,40.1,0.256,0.098,4
14.0,39.4,0.215,0.10800000000000001,4
13.0,38.7,0.284,0.11599999999999999,4
14.0,40.1,0.21100000000000002,0.099,4
18.0,42.2,0.248,0.077,4
12.0,38.5,0.264,0.11800000000000001,4
12.0,39.3,0.24600000000000002,0.109,4
14.0,40.4,0.205,0.095,4
14.0,38.7,0.217,0.11599999999999999,4
14.0,38.4,0.222,0.12,4
18.0,44.3,0.243,0.061,4
14.0,36.6,0.23800000000000002,0.14800000000000002,4
14.0,37.3,0.223,0.13699999999999998,4
17.0,42.8,0.222,0.073,4
14.0,37.3,0.22,0.136,4
17.0,42.6,0.203,0.07400000000000001,4
15.0,43.2,0.289,0.069,4
17.0,42.6,0.214,0.07400000000000001,4
14.0,38.9,0.22,0.113,4
17.0,41.7,0.20800000000000002,0.08199999999999999,4
17.0,41.8,0.222,0.081,4
16.0,41.6,0.243,0.083,4
16.0,41.3,0.223,0.086,4
16.0,40.5,0.242,0.094,4
15.0,42.3,0.21,0.077,4
24.0,43.9,0.20600000000000002,0.064,4
15.0,41.5,0.301,0.084,4
10.0,40.2,0.38,0.098,4
12.0,38.2,0.253,0.12300000000000001,4
11.0,40.9,0.254,0.09,4
11.0,39.3,0.24600000000000002,0.10800000000000001,4
20.0,41.1,0.239,0.08800000000000001,4
10.0,38.4,0.3,0.12,4
19.0,40.3,0.205,0.09699999999999999,4
18.0,42.7,0.245,0.07400000000000001,4
16.0,42.6,0.20600000000000002,0.07400000000000001,4
12.0,38.5,0.228,0.11900000000000001,4
13.0,38.9,0.22399999999999998,0.114,4
15.0,42.8,0.212,0.073,4
13.0,39.7,0.233,0.10300000000000001,4
15.0,41.9,0.22899999999999998,0.08,4
14.0,38.8,0.35100000000000003,0.115,4
14.0,38.8,0.228,0.11599999999999999,4
14.0,39.2,0.259,0.11,4
14.0,40.5,0.203,0.095,4
15.0,40.8,0.23199999999999998,0.091,4
18.0,42.5,0.20800000000000002,0.075,4
13.0,39.8,0.205,0.102,4
18.0,42.0,0.225,0.079,4
12.0,41.2,0.391,0.087,4
16.0,41.0,0.255,0.08900000000000001,4
17.0,41.3,0.21100000000000002,0.086,4
11.0,39.9,0.23600000000000002,0.102,4
11.0,39.2,0.33,0.109,4
10.0,41.1,0.318,0.08800000000000001,4
16.0,40.9,0.23,0.09,4
21.0,44.4,0.204,0.061,4
15.0,41.3,0.21100000000000002,0.086,4
21.0,41.8,0.24600000000000002,0.08199999999999999,4
16.0,41.7,0.248,0.083,4
15.0,41.4,0.20800000000000002,0.085,4
12.0,39.4,0.29,0.107,4
12.0,39.3,0.251,0.10800000000000001,4
11.0,40.2,0.265,0.09699999999999999,4
11.0,41.0,0.231,0.08900000000000001,4
21.0,44.0,0.21100000000000002,0.063,4
11.0,40.4,0.221,0.096,4
11.0,40.4,0.257,0.095,4
10.0,41.7,0.22699999999999998,0.08199999999999999,4
10.0,41.8,0.22399999999999998,0.081,4
22.0,44.4,0.223,0.061,4
17.0,42.8,0.212,0.07200000000000001,4
16.0,44.4,0.223,0.06,4
14.0,42.7,0.21,0.073,4
18.0,41.9,0.21899999999999997,0.08,4
14.0,43.2,0.273,0.069,4
13.0,42.7,0.21600000000000005,0.07400000000000001,4
12.0,42.3,0.44299999999999995,0.077,4
16.0,42.1,0.212,0.078,4
12.0,43.2,0.40399999999999997,0.069,4
11.0,41.1,0.498,0.08800000000000001,4
10.0,42.6,0.3,0.07400000000000001,4
